,string,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,prefix,word,sep,full_count
10,archi - cbancelier,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,2,2,1,0,3,3,8,0,1,0,3,0,0,0,3,0,2,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archi,cbancelier,TIRET,53
11,archi - chambellan,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,4,4,7,4,0,20,1,4,0,0,6,0,5,0,0,0,3,0,0,0,0,0,0,1,0,3,6,0,0,1,2,0,1,0,12,1,0,5,0,3,0,1,2,0,2,4,0,0,0,0,2,0,2,1,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archi,chambellan,TIRET,149
12,archi - chancclier,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,1,3,1,1,0,0,0,2,0,0,3,4,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archi,chancclier,TIRET,54
13,archi - chancelicr,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1,0,1,2,0,1,0,2,0,0,0,0,1,0,3,2,1,2,6,3,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,1,0,0,0,0,1,1,0,1,0,0,1,0,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archi,chancelicr,TIRET,65
14,archi - chancelier,6,5,4,55,74,162,120,52,64,36,10,169,4,18,49,108,37,35,94,105,34,90,95,99,92,73,96,48,350,193,429,118,37,131,170,168,109,89,340,50,101,53,49,59,32,85,27,47,30,66,32,52,26,38,46,36,68,41,66,31,27,31,48,57,15,44,23,35,203,37,27,9,13,23,15,19,11,18,19,15,35,21,12,30,13,34,17,20,29,23,24,33,8,23,22,24,13,19,6,28,7,45,31,15,26,53,25,14,46,11,16,29,38,20,53,25,5,2,9,29,1,13,8,24,6,43,15,5,14,3,9,1,2,7,13,3,3,1,19,2,4,1,0,19,0,2,2,12,5,3,5,4,6,1,18,2,21,18,12,5,14,6,13,8,16,11,15,13,28,9,24,19,8,9,17,4,8,8,2,14,2,3,3,3,1,9,8,1,2,5,3,1,5,8,4,10,2,12,1,11,10,22,6,0,7,4,3,20,26,3,archi,chancelier,TIRET,7398
15,archi - chanceliers,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,4,0,0,4,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,archi,chanceliers,TIRET,65
16,archi - chapelain,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,2,0,9,0,0,8,0,2,26,6,14,1,0,8,2,0,0,0,3,0,28,14,11,6,5,4,7,6,12,5,4,8,1,1,2,0,0,4,16,4,3,4,0,0,0,17,2,1,1,0,1,14,16,0,0,0,0,2,0,0,4,0,0,0,0,0,12,4,0,1,0,0,10,0,1,0,0,0,4,3,3,0,0,2,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,archi,chapelain,TIRET,354
17,archi - classique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,3,3,0,0,3,3,7,10,2,7,3,0,4,5,3,2,1,4,8,0,3,3,2,5,2,1,3,1,3,1,2,2,4,5,2,2,2,archi,classique,TIRET,137
18,archi - comble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,2,0,0,3,5,0,7,4,13,6,5,2,1,0,2,5,3,7,6,6,5,2,4,10,8,2,5,4,3,9,17,2,3,8,1,2,9,7,10,2,10,5,11,5,12,7,4,3,7,1,3,3,0,3,7,5,8,9,2,5,5,2,4,6,7,10,10,14,11,10,17,11,18,20,16,11,17,22,31,25,27,12,11,16,14,21,13,28,15,12,16,14,15,14,23,23,21,16,10,15,13,11,20,10,17,23,23,25,19,26,18,23,29,17,31,22,27,23,20,6,archi,comble,TIRET,1313
19,archi - combles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,0,1,0,3,0,1,4,3,1,0,1,0,0,1,0,6,0,1,1,0,0,1,0,0,1,3,0,1,0,2,0,3,2,0,0,3,4,3,0,1,1,0,0,4,1,1,0,0,0,1,3,5,2,2,3,4,5,3,3,6,7,5,2,4,8,4,3,3,8,4,1,2,3,6,8,0,8,0,4,6,2,1,2,2,1,3,10,0,2,5,10,2,2,8,5,6,3,3,5,2,archi,combles,TIRET,259
20,archi - confrérie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,6,0,0,5,0,0,0,0,3,2,2,0,0,0,6,5,3,14,2,3,4,2,0,3,2,6,1,0,0,0,3,6,3,0,0,3,6,0,0,0,0,3,0,0,0,2,1,7,4,0,2,0,0,0,0,6,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,4,0,2,0,0,0,4,0,0,0,0,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,archi,confrérie,TIRET,169
21,archi - connu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,5,5,5,6,2,1,4,3,4,6,6,2,7,5,11,2,6,2,4,3,3,0,6,3,6,9,5,3,1,5,3,2,2,2,8,1,2,3,17,5,5,7,5,5,3,5,12,8,7,2,4,1,2,5,6,4,0,3,3,3,5,7,4,3,9,3,1,3,3,6,5,8,8,10,11,2,16,8,12,12,14,12,9,10,3,6,10,19,8,12,15,8,15,8,12,19,9,8,9,14,13,18,24,9,14,15,9,11,16,10,16,15,27,23,22,15,19,21,16,18,18,archi,connu,TIRET,986
22,archi - connue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,3,6,0,4,3,4,1,1,1,0,4,6,0,1,0,1,3,1,0,0,1,1,5,1,2,0,0,0,2,5,2,8,1,4,1,1,1,0,0,2,3,2,3,2,0,0,1,1,0,1,0,7,1,0,8,11,5,0,1,2,4,2,6,2,6,1,7,3,2,2,2,3,4,6,4,4,2,2,2,1,8,7,5,2,7,7,13,3,9,10,4,7,12,6,6,4,9,6,4,7,3,5,3,7,11,11,14,8,12,12,12,8,2,archi,connue,TIRET,438
23,archi - connues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,1,1,1,2,2,2,6,7,0,0,2,0,8,1,7,2,0,2,1,0,1,0,0,2,0,0,4,2,3,2,4,3,5,2,2,4,4,0,5,2,2,3,1,6,3,12,1,3,0,0,0,1,0,3,2,2,2,0,2,2,0,1,2,7,0,5,2,5,3,9,0,5,5,4,2,3,3,4,6,4,5,10,7,4,14,9,2,2,2,1,6,1,0,3,5,3,4,4,9,2,9,1,3,2,8,10,14,4,9,5,4,6,5,7,2,2,archi,connues,TIRET,402
24,archi - connus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,2,1,5,0,2,0,0,0,1,0,1,2,4,0,3,2,1,2,3,2,8,4,2,1,0,0,1,1,0,2,2,1,1,0,2,4,1,4,1,5,0,2,2,3,0,1,2,4,9,4,1,1,2,3,3,1,4,1,2,3,1,2,2,3,6,0,4,1,1,0,1,2,5,2,10,5,3,6,5,5,6,11,7,10,6,10,7,7,12,4,3,10,4,3,3,10,2,14,6,3,5,2,10,1,5,7,6,3,14,5,3,9,11,12,4,10,13,12,8,10,9,3,6,archi,connus,TIRET,495
25,archi - conservateur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,3,0,2,2,1,2,1,2,2,0,1,2,3,1,4,0,1,1,1,2,3,0,1,2,0,1,2,0,1,0,1,1,4,4,0,archi,conservateur,TIRET,89
26,archi - conservateurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,2,3,0,4,0,0,5,1,0,0,0,0,0,1,0,0,4,0,0,6,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,2,0,archi,conservateurs,TIRET,48
27,archi - célèbre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,2,0,6,4,2,0,1,2,3,2,5,3,2,0,0,0,3,2,6,7,3,2,4,2,4,2,archi,célèbre,TIRET,100
